Transation_ID,Customer_ID,Product_ID,Product_Brand,Product_Description,Product_Amount
107531,31,31000,LENOVO ,Lenovo A6000 Plus Dual SIM Android Mobile Phone - Black,8145
107532,32,32000,LENOVO ,"Lenovo A806 Phone 2GB RAM 16GB ROM 4G Single SIM 5.0"" IPS Screen Octa-core Black",7000
107533,33,33000,LENOVO ,Lenovo S720 Android phone 4GB White - Dual Sim - 4.5 inch screen,4200
107534,34,34000,LENOVO ,"Lenovo A319 -Dual sim,3G phone",2100
107535,35,35000,LENOVO ,LENOVO VIBE K5 NOTE 4 gb 32gb GREY/GOLD,15000
107536,36,36000,APPLE ,Apple iPhone 7 Plus RED 128GB Special Edition,150000
107537,37,37000,APPLE ,Apple Watch Series 2 42mm MNPQ2 White Ceramic Case Sports Band Cloud,119000
107538,38,38000,APPLE ,Apple iPhone 6S Plus 128GB - Gold,82000
107539,39,39000,APPLE ,Apple iPhone 6S Plus 128GB - Rose Gold,82000
107540,40,40000,APPLE ,Apple iPhone 6S Plus 128GB - Space Grey,82000
107541,41,41000,APPLE ,Apple iPhone 5S 64GB (SILVER) 4G / LTE,35000
107542,42,42000,APPLE ,Apple iPhone 5S? 64 GB? GOLD?Dual-core 1.3 GHz? 8 MP?4G LTE + JIO SUPPORTED,32000
107543,43,43000,APPLE ,APPLE IPHONE 5S - 32GB - SPACE GREY - FACTORY UNLOCKED - IMPORTED,32000
107544,44,44000,APPLE ,"Apple iPhone 5S(gold, 64GB) open piece",12000
107545,45,45000,APPLE ,APPLE IPHONE 5S - 32GB - GOLD - FACTORY UNLOCKED - IMPORTED+FREE TEMPERED GLASS,25000
107546,46,46000,APPLE ,"Apple iPhone 7 Plus 256GB 3GB 5.5"" 12MP Dual Cam Black Color",81000
107547,47,47000,APPLE ,Apple iPhone 5 32GB Black Factory Unlocked (Imported),26000
107548,48,48000,APPLE ,Apple iPhone 5 16gb Black/Silver Factory unlocked (Imported),24000
107549,49,49000,APPLE ,Apple iPhone 5c - 8 GB - White - Smartphone with Six Months Seller Warranty,22000
107550,50,50000,APPLE ,Apple iPhone 5s - 16GB - Space Gray,19999
107551,51,51000,APPLE ,Apple iPhone 4s - 16 GB - Black - with Six Months Seller Warranty,24000
107552,52,52000,APPLE ,Apple IPHONE 4S 64GB - WHITE IMPORTED,25000
107553,53,53000,APPLE ,Apple iPhone 4s 64GB - White,15000
107554,54,54000,APPLE ,Apple iPhone 4s - 32 GB - Black - Factory Unlocked Smartphone,9000
107555,55,55000,APPLE ,Apple iPhone 4 - 16 GB - Black - Smartphone,8999
107556,56,56000,APPLE ,APPLE IPHONE 4S - 16GB ! WIFI ! GPS ! 3.5INCH ! DUAL CAMERA ! WHITE,9200
107557,57,57000,APPLE ,Apple iPhone 4-16GB Black AT&T /GSM Smartphone Clean ESN MC608LL/A,6800
107558,58,58000,APPLE ,Apple iPhone 4S 8GB - Black - (Refurbished),5400
107559,59,59000,NOKIA ,Nokia Lumia 920 - 1 GB - Yellow - Smartphone,29000
107560,60,60000,NOKIA ,"Nokia Lumia 950 Dual SIM (Black, 32 GB) RM-1118 with Manufacturer Warranty",29999
107561,61,61000,NOKIA ,"Nokia 6 (HK Version) Unlocked 64GB Dual SIM Black Android 7.0, RAM 4GB",28000
107562,62,62000,NOKIA ,Nokia 3310 - Mobile Phone - Seller Refurbished,27888
107563,63,63000,NOKIA ,Nokia 8800 Sriocco - Silver - Mobile Phone,27000
107564,64,64000,NOKIA ,Nokia C5-00-(Unlocked)-3G 5MP Smartphone Cell Phone,43000
107565,65,65000,NOKIA ,NOKIA LUMIA1020 YELLOW 41MP CAMERA SMART PHONE,28999
107566,66,66000,NOKIA ,NOKIA N73 Unlocked Music Edition in ORIGINAL BOX,24000
107567,67,67000,NOKIA ,"Nokia 6 - Black 4GB RAM, 64GB - Without Google playstore",9000
107568,68,68000,NOKIA ,Nokia Lumia Icon 929 Verizon + Unlocked LTE Quad-Core 20MP Camera Phone - Black,23000
107569,69,69000,NOKIA ,Nokia Lumia 1320 - 8 GB - Black - Smartphone,23888
107570,70,70000,NOKIA ,Nokia 6233 Silver Allloy Without Simlock,21000
107571,71,71000,NOKIA ,"Nokia E Series E90 Communicator Unlocked Quadband Camera,Bluetooth Gsm Cell Phon",20000
107572,72,72000,NOKIA ,Nokia Asha 309 White RM-843 Smartphone 2MP Camera Without Simlock,20000
107573,73,73000,NOKIA ,NOKIA 6630 Brand New Complete Box And Accessories,20000
107574,74,74000,NOKIA ,NOKIA N97 32 GB NSERIES PHONE BRAND NEW BOX PACKED UNLOCKED IMPORTED (WHITE),19000
107575,75,75000,NOKIA ,Nokia Asha 210 White Single Sim QWERTY keyboard Without Simlock,18090
107576,76,76000,NOKIA ,Nokia 8910i - Black - Mobile Phone,17000
107577,77,77000,NOKIA ,Nokia 8800 Gold Edition Unlocked 128 MB Internal Memory 2.0 MP Camera,17500
107578,78,78000,NOKIA ,Nokia Lumia 720 - 8 GB - Black - Smartphone,7500
107579,79,79000,NOKIA ,Nokia E72 Metal Grey Silver E72-1 RM-530 QWERTY Without Simlock,11988
107580,80,80000,NOKIA ,"Nokia N Series N91-4Gb -Silver Chrome,Carrier Unlocked Tri Band Gsm Cell Phone",16899
107581,81,81000,NOKIA ,Nokia 8800 Mobile Cell Phone Classic GSM Black Gift,16435
107582,82,82000,NOKIA ,Nokia Lumia 620 - 8 GB - Black - Smartphone,15300
107583,83,83000,NOKIA ,Nokia N Series N8 Gray 16Gb Unlocked Gsm Smartphone Touchscreen 12Mp Camera Wifi,15454
107584,84,84000,NOKIA ,NOKIA Lumia 550-8 GB - Black - with Three Months Manufacturer Warranty,12345
107585,85,85000,NOKIA ,Nokia 5530 XpressMusic Black Red RM-504 Smartphone Without Simlock,14900
107586,86,86000,NOKIA ,Nokia Lumia 925 - 16 GB - White - Smartphone,14550
107587,87,87000,NOKIA ,NOKIA Lumia 630-8GB - Dual Sim - Black- with Six Months Seller Warranty,14999
107588,88,88000,NOKIA ,Nokia 8910i Black Titanium Unlocked GSM Cellular Dual Band Mobile Phone,8960
107589,89,89000,NOKIA ,Nokia C2-01 Black RM-721 Phone Without Simlock,13000
107590,90,90000,NOKIA ,Nokia 3600 Slide RM-352 Charcoal Black Without Simlock,13200
107591,91,91000,NOKIA ,Nokia X6-00 Black 8GB Smartphone With Branding Without Simlock,13999
107592,92,92000,NOKIA ,Nokia 8910i - Titanium Black Mobile Phone,13900
107593,93,93000,NOKIA ,Nokia 6111 Glossy Black Without Simlock,16000
107594,94,94000,NOKIA ,Nokia C5-03 White / Aluminium Gray Smartphone Symbian 9.4,25000
107595,95,95000,NOKIA ,Nokia 208 Black 208.1 RM-948 Phone Without Simlock,16900
107596,96,96000,NOKIA ,Nokia 8600 Black unlocked 128MB internal memory 2.0MP Camera,12999
107597,97,97000,NOKIA ,Nokia 6700 Classic Gold GSM GPS 5MP 3G MP3 MP4 Phone,12999
107598,98,98000,NOKIA ,Nokia Lumia 830 orange,12000
107599,99,99000,ONEPLUS ,"OnePlus 3T One Plus 3T (Gunmetal, 64GB) Brand New with Manufacturer Warranty",29000
107600,100,100000,ONEPLUS ,"OnePlus  OnePlus 3T (Gunmetal, 128GB) 6GB RAM , 4G LTE",33000
107601,1,1000,EAGLE ,EAGLE ELECTRIC ROTI MAKER,688
107602,2,2000,EAGLE ,Eagle Original Non-Stick PTFE Coating Electric Chapati Maker,799
107603,3,3000,SUNFLAME ,Sunflame RM1 900-Watt Roti Maker,1509
107604,4,4000,BAJAJ ,"BAJAJ VACCO ""Go-Ezzee"" Chapati/ Roti/Khakhra Maker C-02 Wattage 900",1785
107605,5,5000,APPLE ,Apple MacBook Air MMGF2HN/A 13.3-inch,54400
107606,6,6000,HP ,HP 14-AM081TU 14-inch Laptop (Core i5 6th Gen,37999
107607,7,7000,DELL ,Dell Inspiron 11 3162 11.6-inch Laptop ,12900
107608,8,8000,LENOVO ,Lenovo ideapad110 15.6-inch Laptop 6th Gen i3,25990
107609,9,9000,MICROMAX ,Micromax Canvas Lapbook L1160 11.6,9900
107610,10,10000,MICROMAX ,"Micromax Canvas Tab P290 Tablet (7 inch, 8GB, Wi-Fi Only), Black",3599
107611,11,11000,LENOVO ,"Lenovo Yoga Tab 3 8 Tablet (8 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Slate Black",12990
107612,12,12000,TASLAR(TM) ,Taslar(TM) Leather Series With Magnetic Inside Flip Cover Stand Back Case Cover For Lenovo Yoga Tab 3 8 Tablet 8 inch - Black,649
107613,13,13000,NOSTALJIA-UPTO ,Nostaljia-Upto 14.1 inch Expandable Sleeve/Slipcase With Zip Closer & Pocket,449
107614,14,14000,CHUMBAK ,Chumbak Sweater Feather 13inch Laptop Sleeve,1090
107615,15,15000,LENOVO ,"Lenovo Tab 3 730X Tablet (7 inch, 16GB, WiFi + 4G + Voice Calling), Black Blue",9999
107616,16,16000,XIAOMI ,Xiaomi Redmi Note 3 Gold |16GB|2GB|16MP/5MP,9999
107617,17,17000,XIAOMI ,Xiaomi Redmi 4A Gold 4G 16GB |5 inches | 2GB| 13MP| 1 Year Mi India Warranty,10999
107618,18,18000,XIAOMI ,Xiaomi Redmi 3S - 16GB|4100 Battery|GREY colour | High Rated Seller|,8999
107619,19,19000,XIAOMI ,"Xiaomi Redmi Note 2 Duos Dual 128GB 6GB 5.7"" 22.5MP 8MP Black",9999
107620,20,20000,�SAMSUNG ,"�Samsung Galaxy S7 Edge Android6.0 Dual Sim Mobile Phone,5.5"",4GB,32GB,12MP",55000
107621,21,21000,SAMSUNG ,"Samsung Galaxy Note 5 Dual Sim GSM Mobile Phone,32GB,16MP,4G,5.7"",4GB,2.1GHz",52999
107622,22,22000,SAMSUNG ,"Samsung Galaxy C9 Pro Android6 Dual Sim Mobile Phone,6"",6GB,64GB,16MP,4000MaH",39999
107623,23,23000,SAMSUNG ,"Samsung Galaxy A9 Pro Android Dual Sim Mobile Phone,6"",4GB,32GB,4G,16MP",39999
107624,24,24000,SAMSUNG ,Samsung Galaxy J7 White 2016 Edition 2 GB Ram 16 GB Rom 5.5'' HD Display Phone?,10999
107625,25,25000,LENOVO ,Lenovo Phab 2 Plus ? 4G+4G VoLTE ? Gold ? JBL Original Ear Phones Free ?,17999
107626,26,26000,LENOVO ,Lenovo Vibe X2-AP Mobile Phone White with 1yr warranty,11988
107627,27,27000,LENOVO ,"Lenovo K6 Power Android Mobile Phone - ( 3GB RAM, 32GB ROM )",11788
107628,28,28000,LENOVO ,Lenovo K3 4G Dual Sim Android Mobile Phone: 5 Inch HD Screen: Quad Core CPU,10233
107629,29,29000,LENOVO ,Lenovo S580 8MP CAMERA 3G 8GB INTERNAL 1GB RAM (BLACK Android Phone),9000
107630,30,30000,LENOVO ,Lenovo S820 Mobile Phone | Dual Sim | 12 MP Camera RED Color Phone With Box,7888
107631,31,31000,LENOVO ,Lenovo A6000 Plus Dual SIM Android Mobile Phone - Black,8145
107632,32,32000,LENOVO ,"Lenovo A806 Phone 2GB RAM 16GB ROM 4G Single SIM 5.0"" IPS Screen Octa-core Black",7000
107633,33,33000,LENOVO ,Lenovo S720 Android phone 4GB White - Dual Sim - 4.5 inch screen,4200
107634,34,34000,LENOVO ,"Lenovo A319 -Dual sim,3G phone",2100
107635,35,35000,LENOVO ,LENOVO VIBE K5 NOTE 4 gb 32gb GREY/GOLD,15000
107636,36,36000,APPLE ,Apple iPhone 7 Plus RED 128GB Special Edition,150000
107637,37,37000,APPLE ,Apple Watch Series 2 42mm MNPQ2 White Ceramic Case Sports Band Cloud,119000
107638,38,38000,APPLE ,Apple iPhone 6S Plus 128GB - Gold,82000
107639,39,39000,APPLE ,Apple iPhone 6S Plus 128GB - Rose Gold,82000
107640,40,40000,APPLE ,Apple iPhone 6S Plus 128GB - Space Grey,82000
107641,41,41000,APPLE ,Apple iPhone 5S 64GB (SILVER) 4G / LTE,35000
107642,42,42000,APPLE ,Apple iPhone 5S? 64 GB? GOLD?Dual-core 1.3 GHz? 8 MP?4G LTE + JIO SUPPORTED,32000
107643,43,43000,APPLE ,APPLE IPHONE 5S - 32GB - SPACE GREY - FACTORY UNLOCKED - IMPORTED,32000
107644,44,44000,APPLE ,"Apple iPhone 5S(gold, 64GB) open piece",12000
107645,45,45000,APPLE ,APPLE IPHONE 5S - 32GB - GOLD - FACTORY UNLOCKED - IMPORTED+FREE TEMPERED GLASS,25000
107646,46,46000,APPLE ,"Apple iPhone 7 Plus 256GB 3GB 5.5"" 12MP Dual Cam Black Color",81000
107647,47,47000,APPLE ,Apple iPhone 5 32GB Black Factory Unlocked (Imported),26000
107648,48,48000,APPLE ,Apple iPhone 5 16gb Black/Silver Factory unlocked (Imported),24000
107649,49,49000,APPLE ,Apple iPhone 5c - 8 GB - White - Smartphone with Six Months Seller Warranty,22000
107650,50,50000,APPLE ,Apple iPhone 5s - 16GB - Space Gray,19999
107651,51,51000,APPLE ,Apple iPhone 4s - 16 GB - Black - with Six Months Seller Warranty,24000
107652,52,52000,APPLE ,Apple IPHONE 4S 64GB - WHITE IMPORTED,25000
107653,53,53000,APPLE ,Apple iPhone 4s 64GB - White,15000
107654,54,54000,APPLE ,Apple iPhone 4s - 32 GB - Black - Factory Unlocked Smartphone,9000
107655,55,55000,APPLE ,Apple iPhone 4 - 16 GB - Black - Smartphone,8999
107656,56,56000,APPLE ,APPLE IPHONE 4S - 16GB ! WIFI ! GPS ! 3.5INCH ! DUAL CAMERA ! WHITE,9200
107657,57,57000,APPLE ,Apple iPhone 4-16GB Black AT&T /GSM Smartphone Clean ESN MC608LL/A,6800
107658,58,58000,APPLE ,Apple iPhone 4S 8GB - Black - (Refurbished),5400
107659,59,59000,NOKIA ,Nokia Lumia 920 - 1 GB - Yellow - Smartphone,29000
107660,60,60000,NOKIA ,"Nokia Lumia 950 Dual SIM (Black, 32 GB) RM-1118 with Manufacturer Warranty",29999
107661,61,61000,NOKIA ,"Nokia 6 (HK Version) Unlocked 64GB Dual SIM Black Android 7.0, RAM 4GB",28000
107662,62,62000,NOKIA ,Nokia 3310 - Mobile Phone - Seller Refurbished,27888
107663,63,63000,NOKIA ,Nokia 8800 Sriocco - Silver - Mobile Phone,27000
107664,64,64000,NOKIA ,Nokia C5-00-(Unlocked)-3G 5MP Smartphone Cell Phone,43000
107665,65,65000,NOKIA ,NOKIA LUMIA1020 YELLOW 41MP CAMERA SMART PHONE,28999
107666,66,66000,NOKIA ,NOKIA N73 Unlocked Music Edition in ORIGINAL BOX,24000
107667,67,67000,NOKIA ,"Nokia 6 - Black 4GB RAM, 64GB - Without Google playstore",9000
107668,68,68000,NOKIA ,Nokia Lumia Icon 929 Verizon + Unlocked LTE Quad-Core 20MP Camera Phone - Black,23000
107669,69,69000,NOKIA ,Nokia Lumia 1320 - 8 GB - Black - Smartphone,23888
107670,70,70000,NOKIA ,Nokia 6233 Silver Allloy Without Simlock,21000
107671,71,71000,NOKIA ,"Nokia E Series E90 Communicator Unlocked Quadband Camera,Bluetooth Gsm Cell Phon",20000
107672,72,72000,NOKIA ,Nokia Asha 309 White RM-843 Smartphone 2MP Camera Without Simlock,20000
107673,73,73000,NOKIA ,NOKIA 6630 Brand New Complete Box And Accessories,20000
107674,74,74000,NOKIA ,NOKIA N97 32 GB NSERIES PHONE BRAND NEW BOX PACKED UNLOCKED IMPORTED (WHITE),19000
107675,75,75000,NOKIA ,Nokia Asha 210 White Single Sim QWERTY keyboard Without Simlock,18090
107676,76,76000,NOKIA ,Nokia 8910i - Black - Mobile Phone,17000
107677,77,77000,NOKIA ,Nokia 8800 Gold Edition Unlocked 128 MB Internal Memory 2.0 MP Camera,17500
107678,78,78000,NOKIA ,Nokia Lumia 720 - 8 GB - Black - Smartphone,7500
107679,79,79000,NOKIA ,Nokia E72 Metal Grey Silver E72-1 RM-530 QWERTY Without Simlock,11988
107680,80,80000,NOKIA ,"Nokia N Series N91-4Gb -Silver Chrome,Carrier Unlocked Tri Band Gsm Cell Phone",16899
107681,81,81000,NOKIA ,Nokia 8800 Mobile Cell Phone Classic GSM Black Gift,16435
107682,82,82000,NOKIA ,Nokia Lumia 620 - 8 GB - Black - Smartphone,15300
107683,83,83000,NOKIA ,Nokia N Series N8 Gray 16Gb Unlocked Gsm Smartphone Touchscreen 12Mp Camera Wifi,15454
107684,84,84000,NOKIA ,NOKIA Lumia 550-8 GB - Black - with Three Months Manufacturer Warranty,12345
107685,85,85000,NOKIA ,Nokia 5530 XpressMusic Black Red RM-504 Smartphone Without Simlock,14900
107686,86,86000,NOKIA ,Nokia Lumia 925 - 16 GB - White - Smartphone,14550
107687,87,87000,NOKIA ,NOKIA Lumia 630-8GB - Dual Sim - Black- with Six Months Seller Warranty,14999
107688,88,88000,NOKIA ,Nokia 8910i Black Titanium Unlocked GSM Cellular Dual Band Mobile Phone,8960
107689,89,89000,NOKIA ,Nokia C2-01 Black RM-721 Phone Without Simlock,13000
107690,90,90000,NOKIA ,Nokia 3600 Slide RM-352 Charcoal Black Without Simlock,13200
107691,91,91000,NOKIA ,Nokia X6-00 Black 8GB Smartphone With Branding Without Simlock,13999
107692,92,92000,NOKIA ,Nokia 8910i - Titanium Black Mobile Phone,13900
107693,93,93000,NOKIA ,Nokia 6111 Glossy Black Without Simlock,16000
107694,94,94000,NOKIA ,Nokia C5-03 White / Aluminium Gray Smartphone Symbian 9.4,25000
107695,95,95000,NOKIA ,Nokia 208 Black 208.1 RM-948 Phone Without Simlock,16900
107696,96,96000,NOKIA ,Nokia 8600 Black unlocked 128MB internal memory 2.0MP Camera,12999
107697,97,97000,NOKIA ,Nokia 6700 Classic Gold GSM GPS 5MP 3G MP3 MP4 Phone,12999
107698,98,98000,NOKIA ,Nokia Lumia 830 orange,12000
107699,99,99000,ONEPLUS ,"OnePlus 3T One Plus 3T (Gunmetal, 64GB) Brand New with Manufacturer Warranty",29000
107700,100,100000,ONEPLUS ,"OnePlus  OnePlus 3T (Gunmetal, 128GB) 6GB RAM , 4G LTE",33000
107701,1,1000,EAGLE ,EAGLE ELECTRIC ROTI MAKER,688
107702,2,2000,EAGLE ,Eagle Original Non-Stick PTFE Coating Electric Chapati Maker,799
107703,3,3000,SUNFLAME ,Sunflame RM1 900-Watt Roti Maker,1509
107704,4,4000,BAJAJ ,"BAJAJ VACCO ""Go-Ezzee"" Chapati/ Roti/Khakhra Maker C-02 Wattage 900",1785
107705,5,5000,APPLE ,Apple MacBook Air MMGF2HN/A 13.3-inch,54400
107706,6,6000,HP ,HP 14-AM081TU 14-inch Laptop (Core i5 6th Gen,37999
107707,7,7000,DELL ,Dell Inspiron 11 3162 11.6-inch Laptop ,12900
107708,8,8000,LENOVO ,Lenovo ideapad110 15.6-inch Laptop 6th Gen i3,25990
107709,9,9000,MICROMAX ,Micromax Canvas Lapbook L1160 11.6,9900
107710,10,10000,MICROMAX ,"Micromax Canvas Tab P290 Tablet (7 inch, 8GB, Wi-Fi Only), Black",3599
107711,11,11000,LENOVO ,"Lenovo Yoga Tab 3 8 Tablet (8 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Slate Black",12990
107712,12,12000,TASLAR(TM) ,Taslar(TM) Leather Series With Magnetic Inside Flip Cover Stand Back Case Cover For Lenovo Yoga Tab 3 8 Tablet 8 inch - Black,649
107713,13,13000,NOSTALJIA-UPTO ,Nostaljia-Upto 14.1 inch Expandable Sleeve/Slipcase With Zip Closer & Pocket,449
107714,14,14000,CHUMBAK ,Chumbak Sweater Feather 13inch Laptop Sleeve,1090
107715,15,15000,LENOVO ,"Lenovo Tab 3 730X Tablet (7 inch, 16GB, WiFi + 4G + Voice Calling), Black Blue",9999
107716,16,16000,XIAOMI ,Xiaomi Redmi Note 3 Gold |16GB|2GB|16MP/5MP,9999
107717,17,17000,XIAOMI ,Xiaomi Redmi 4A Gold 4G 16GB |5 inches | 2GB| 13MP| 1 Year Mi India Warranty,10999
107718,18,18000,XIAOMI ,Xiaomi Redmi 3S - 16GB|4100 Battery|GREY colour | High Rated Seller|,8999
107719,19,19000,XIAOMI ,"Xiaomi Redmi Note 2 Duos Dual 128GB 6GB 5.7"" 22.5MP 8MP Black",9999
107720,20,20000,�SAMSUNG ,"�Samsung Galaxy S7 Edge Android6.0 Dual Sim Mobile Phone,5.5"",4GB,32GB,12MP",55000
107721,21,21000,SAMSUNG ,"Samsung Galaxy Note 5 Dual Sim GSM Mobile Phone,32GB,16MP,4G,5.7"",4GB,2.1GHz",52999
107722,22,22000,SAMSUNG ,"Samsung Galaxy C9 Pro Android6 Dual Sim Mobile Phone,6"",6GB,64GB,16MP,4000MaH",39999
107723,23,23000,SAMSUNG ,"Samsung Galaxy A9 Pro Android Dual Sim Mobile Phone,6"",4GB,32GB,4G,16MP",39999
107724,24,24000,SAMSUNG ,Samsung Galaxy J7 White 2016 Edition 2 GB Ram 16 GB Rom 5.5'' HD Display Phone?,10999
107725,25,25000,LENOVO ,Lenovo Phab 2 Plus ? 4G+4G VoLTE ? Gold ? JBL Original Ear Phones Free ?,17999
107726,26,26000,LENOVO ,Lenovo Vibe X2-AP Mobile Phone White with 1yr warranty,11988
107727,27,27000,LENOVO ,"Lenovo K6 Power Android Mobile Phone - ( 3GB RAM, 32GB ROM )",11788
107728,28,28000,LENOVO ,Lenovo K3 4G Dual Sim Android Mobile Phone: 5 Inch HD Screen: Quad Core CPU,10233
107729,29,29000,LENOVO ,Lenovo S580 8MP CAMERA 3G 8GB INTERNAL 1GB RAM (BLACK Android Phone),9000
107730,30,30000,LENOVO ,Lenovo S820 Mobile Phone | Dual Sim | 12 MP Camera RED Color Phone With Box,7888
107731,31,31000,LENOVO ,Lenovo A6000 Plus Dual SIM Android Mobile Phone - Black,8145
107732,32,32000,LENOVO ,"Lenovo A806 Phone 2GB RAM 16GB ROM 4G Single SIM 5.0"" IPS Screen Octa-core Black",7000
107733,33,33000,LENOVO ,Lenovo S720 Android phone 4GB White - Dual Sim - 4.5 inch screen,4200
107734,34,34000,LENOVO ,"Lenovo A319 -Dual sim,3G phone",2100
107735,35,35000,LENOVO ,LENOVO VIBE K5 NOTE 4 gb 32gb GREY/GOLD,15000
107736,36,36000,APPLE ,Apple iPhone 7 Plus RED 128GB Special Edition,150000
107737,37,37000,APPLE ,Apple Watch Series 2 42mm MNPQ2 White Ceramic Case Sports Band Cloud,119000
107738,38,38000,APPLE ,Apple iPhone 6S Plus 128GB - Gold,82000
107739,39,39000,APPLE ,Apple iPhone 6S Plus 128GB - Rose Gold,82000
107740,40,40000,APPLE ,Apple iPhone 6S Plus 128GB - Space Grey,82000
107741,41,41000,APPLE ,Apple iPhone 5S 64GB (SILVER) 4G / LTE,35000
107742,42,42000,APPLE ,Apple iPhone 5S? 64 GB? GOLD?Dual-core 1.3 GHz? 8 MP?4G LTE + JIO SUPPORTED,32000
107743,43,43000,APPLE ,APPLE IPHONE 5S - 32GB - SPACE GREY - FACTORY UNLOCKED - IMPORTED,32000
107744,44,44000,APPLE ,"Apple iPhone 5S(gold, 64GB) open piece",12000
107745,45,45000,APPLE ,APPLE IPHONE 5S - 32GB - GOLD - FACTORY UNLOCKED - IMPORTED+FREE TEMPERED GLASS,25000
107746,46,46000,APPLE ,"Apple iPhone 7 Plus 256GB 3GB 5.5"" 12MP Dual Cam Black Color",81000
107747,47,47000,APPLE ,Apple iPhone 5 32GB Black Factory Unlocked (Imported),26000
107748,48,48000,APPLE ,Apple iPhone 5 16gb Black/Silver Factory unlocked (Imported),24000
107749,49,49000,APPLE ,Apple iPhone 5c - 8 GB - White - Smartphone with Six Months Seller Warranty,22000
107750,50,50000,APPLE ,Apple iPhone 5s - 16GB - Space Gray,19999
107751,51,51000,APPLE ,Apple iPhone 4s - 16 GB - Black - with Six Months Seller Warranty,24000
107752,52,52000,APPLE ,Apple IPHONE 4S 64GB - WHITE IMPORTED,25000
107753,53,53000,APPLE ,Apple iPhone 4s 64GB - White,15000
107754,54,54000,APPLE ,Apple iPhone 4s - 32 GB - Black - Factory Unlocked Smartphone,9000
107755,55,55000,APPLE ,Apple iPhone 4 - 16 GB - Black - Smartphone,8999
107756,56,56000,APPLE ,APPLE IPHONE 4S - 16GB ! WIFI ! GPS ! 3.5INCH ! DUAL CAMERA ! WHITE,9200
107757,57,57000,APPLE ,Apple iPhone 4-16GB Black AT&T /GSM Smartphone Clean ESN MC608LL/A,6800
107758,58,58000,APPLE ,Apple iPhone 4S 8GB - Black - (Refurbished),5400
107759,59,59000,NOKIA ,Nokia Lumia 920 - 1 GB - Yellow - Smartphone,29000
107760,60,60000,NOKIA ,"Nokia Lumia 950 Dual SIM (Black, 32 GB) RM-1118 with Manufacturer Warranty",29999
107761,61,61000,NOKIA ,"Nokia 6 (HK Version) Unlocked 64GB Dual SIM Black Android 7.0, RAM 4GB",28000
107762,62,62000,NOKIA ,Nokia 3310 - Mobile Phone - Seller Refurbished,27888
107763,63,63000,NOKIA ,Nokia 8800 Sriocco - Silver - Mobile Phone,27000
107764,64,64000,NOKIA ,Nokia C5-00-(Unlocked)-3G 5MP Smartphone Cell Phone,43000
107765,65,65000,NOKIA ,NOKIA LUMIA1020 YELLOW 41MP CAMERA SMART PHONE,28999
107766,66,66000,NOKIA ,NOKIA N73 Unlocked Music Edition in ORIGINAL BOX,24000
107767,67,67000,NOKIA ,"Nokia 6 - Black 4GB RAM, 64GB - Without Google playstore",9000
107768,68,68000,NOKIA ,Nokia Lumia Icon 929 Verizon + Unlocked LTE Quad-Core 20MP Camera Phone - Black,23000
107769,69,69000,NOKIA ,Nokia Lumia 1320 - 8 GB - Black - Smartphone,23888
107770,70,70000,NOKIA ,Nokia 6233 Silver Allloy Without Simlock,21000
107771,71,71000,NOKIA ,"Nokia E Series E90 Communicator Unlocked Quadband Camera,Bluetooth Gsm Cell Phon",20000
107772,72,72000,NOKIA ,Nokia Asha 309 White RM-843 Smartphone 2MP Camera Without Simlock,20000
107773,73,73000,NOKIA ,NOKIA 6630 Brand New Complete Box And Accessories,20000
107774,74,74000,NOKIA ,NOKIA N97 32 GB NSERIES PHONE BRAND NEW BOX PACKED UNLOCKED IMPORTED (WHITE),19000
107775,75,75000,NOKIA ,Nokia Asha 210 White Single Sim QWERTY keyboard Without Simlock,18090
107776,76,76000,NOKIA ,Nokia 8910i - Black - Mobile Phone,17000
107777,77,77000,NOKIA ,Nokia 8800 Gold Edition Unlocked 128 MB Internal Memory 2.0 MP Camera,17500
107778,78,78000,NOKIA ,Nokia Lumia 720 - 8 GB - Black - Smartphone,7500
107779,79,79000,NOKIA ,Nokia E72 Metal Grey Silver E72-1 RM-530 QWERTY Without Simlock,11988
107780,80,80000,NOKIA ,"Nokia N Series N91-4Gb -Silver Chrome,Carrier Unlocked Tri Band Gsm Cell Phone",16899
107781,81,81000,NOKIA ,Nokia 8800 Mobile Cell Phone Classic GSM Black Gift,16435
107782,82,82000,NOKIA ,Nokia Lumia 620 - 8 GB - Black - Smartphone,15300
107783,83,83000,NOKIA ,Nokia N Series N8 Gray 16Gb Unlocked Gsm Smartphone Touchscreen 12Mp Camera Wifi,15454
107784,84,84000,NOKIA ,NOKIA Lumia 550-8 GB - Black - with Three Months Manufacturer Warranty,12345
107785,85,85000,NOKIA ,Nokia 5530 XpressMusic Black Red RM-504 Smartphone Without Simlock,14900
107786,86,86000,NOKIA ,Nokia Lumia 925 - 16 GB - White - Smartphone,14550
107787,87,87000,NOKIA ,NOKIA Lumia 630-8GB - Dual Sim - Black- with Six Months Seller Warranty,14999
107788,88,88000,NOKIA ,Nokia 8910i Black Titanium Unlocked GSM Cellular Dual Band Mobile Phone,8960
107789,89,89000,NOKIA ,Nokia C2-01 Black RM-721 Phone Without Simlock,13000
107790,90,90000,NOKIA ,Nokia 3600 Slide RM-352 Charcoal Black Without Simlock,13200
